vf_precinct_id,vf_precinct_county,vf_precinct_ward,vf_precinct_name,vf_precinct_code,vf_precinct_count
22427,COBB,2,NP01 - Norton Park 01,NP01,2074
22898,WHITFIELD,,06A - Morris Street School,06A,826
221694,BARROW,2,1,1,1357
221231,DEKALB,7,PH - Panola,PH,594
221078,HENRY,3,37 - East Lake,37,1207
22168,COBB,5,DO01 - Dodgen 01,DO01,880
22729,BALDWIN,4,MONT - East Baldwin,MONT,1716
222104,GREENE,1,001 - Greensboro,1,1675
221068,DEKALB,3,CA - Columbia Drive,CA,1047
22689,FULTON,7,RW06,RW06,1379
222407,BIBB,5,VV7P - Vineville 7p,VV7P,62
222137,TROUP,6,14 - Lees Crossing,14,825
221080,GWINNETT,5,038 - Pinckneyville F,38,1082
221678,RICHMOND,1,105,105,296
221232,FULTON,,10L,10L,1342
2296,FULTON,,08M,08M,781
22226,COBB,2,SN7B - Smyrna 7b,SN7B,2965
221243,GWINNETT,4,068 - Cates I,68,1359
221043,DEKALB,3,ML - Meadowview Elem,ML,1405
222596,BURKE,1,0012 - St. Clair,12,199
22942,COBB,3,PE01 - Pebblebrook 01,PE01,2174
22886,MUSCOGEE,2,108 - St Mark/Heifern,108,2300
222110,PIERCE,2,0002 - Blackshear,2,1518
221799,MONROE,5,07 - Dillards,7,419
222414,MONROE,4,10 - High Falls,10,742
222257,FULTON,6,CP04,CP04,116
222444,UPSON,2,0561 - Lincoln Park,561,380
221178,FULTON,,03P1,03P1,1796
221022,DEKALB,6,HA - Hambrick Elem,HA,1517
22550,SPALDING,1,16 - Gary Reid,16,1271
22931,BROOKS,4,PR 06,1650,1063
221017,DEKALB,3,AE - Avondale Elem (Avo),AE,1288
221756,ROCKDALE,,HI - Hightower,HI,1328
221620,DEKALB,6,PC - Princeton Elem,PC,834
221052,HARALSON,3,04 - Buncombe,4,484
221395,ELBERT,3,315 - Centerville,315,559
22514,FULTON,,11G,11G,1826
222166,STEWART,1,05 - Lumpkin,5,866
221297,COLQUITT,6,0015 - Lee,15,568
22503,DECATUR,1,694 - Attapulgus,694,961
22951,ROCKDALE,,MA - Magnet,MA,1395
222333,FULTON,4,CH01,CH01,128
221922,JONES,4,10 - Hawkins,10,1359
222148,SPALDING,2,07 - First Methodist,7,738
22324,DEKALB,,MT - Metropolitan (Atl),MT,1404
221970,CHATHAM,8,8-10C - Carver Heights,8-10C,831
22832,ELBERT,4,201 - Goshen,201,858
222807,APPLING,1,01A,01A,134
221259,COWETA,3,08 - Cedar Creek,8,1922
221519,DEKALB,2,NB - North Decatur,NB,1144
222181,FULTON,6,EP06B,EP06B,278
221921,GWINNETT,2,042 - Lawrenceville C,42,1140
221773,BIBB,3,GF7 - Godfrey 7,GF7,1167
221516,SPALDING,2,11 - First Presbyteria,11,1061
221542,FAYETTE,LRG,06 - Flint,6,617
22515,GWINNETT,5,095 - Duluth F,95,2547
22568,FORSYTH,3,22 - Vickery,22,1789
221706,WAYNE,5,5C - East Jesup,05C,225
222640,CHATTOOGA,LRG,940 - Dirttown,940,465
222082,SPALDING,3,06 - City Park,6,1378
222694,BRANTLEY,LRG,7 - Schlatterville,7,338
22839,RICHMOND,3,310,310,2438
22139,DEKALB,1,CE - Chamblee (Cha),CE,2134
22260,FULTON,,02D,02D,2382
221489,GWINNETT,3,077 - Goodwins C,77,2321
22317,COBB,3,SW02 - Sweetwater 02,SW02,1569
22432,FAYETTE,LRG,19 - Aberdeen,19,1103
22126,FULTON,7,SS19A,SS19A,2028
222391,BAKER,LRG,Hoggards Mill,H,174
221613,GWINNETT,4,094 - Cates N,94,1079
222180,FULTON,,04L,04L,749
221929,MCDUFFIE,6,133A - Fort Creek,133A,271
222053,FORSYTH,5,30 - Riverclub,30,876
22758,HARRIS,4,CA - Cataula,CA,1215
221180,HENRY,5,44 - Austin Road,44,1291
22853,FULTON,3,SS07C,SS07C,551
22554,FLOYD,LRG,135 - West Lindale,135,1486
221676,BALDWIN,5,CTY1 - South Milledgeville,CTY1,1035
221757,DECATUR,3,513 - Bainbridge-Coliseum,513,3028
221762,TALBOT,4,08 - Flint Hill,8,536
22472,FAYETTE,LRG,22 - Braelinn,22,1106
222761,BACON,5,WARE,WARE,278
222175,ATKINSON,1,0003 - Willacoochee,3,715
22681,DAWSON,LRG,03 - East,3,3211
22370,GWINNETT,3,131 - Suwanee E,131,1522
222186,CHEROKEE,2,014 - Conns Creek,14,343
221471,MORGAN,2,06 - West Morgan,6,451
221152,BARROW,4,4,4,1099
22765,CHATHAM,8,8-11C - Butler Elementary Sc,8-11C,604
221847,FORSYTH,5,12 - Pleasant Grove,12,735
221758,CLAYTON,5,JB09 - Jonesboro 9,JB09,727
22138,DEKALB,7,MM - Memorial North,MM,1878
221362,HALL,3,006 - Flowery Branch,6,2523
221256,HALL,3,001 - Wilson I,1,1847
221439,CHATHAM,6,6-3 C - Crusader Comm C,6-3 C,1126
22240,DEKALB,3,WA - Wadsworth Elem,WA,1299
221141,LIBERTY,6,09 - Hinesville Lodge 271,9,1252
22345,FULTON,,02C,02C,1397
22877,PIKE,6,8 - Zebulon,8,962
22408,FULTON,3,SS02B,SS02B,787
221396,MCINTOSH,1,1771 - Darien,1771,1452
222305,WHITFIELD,LRG,UT - Upper Tenth,UT,497
222162,STEWART,1,06 - Omaha,6,134
222762,WARE,7,407 - Manor,407,256
2273,GWINNETT,4,112 - Berkshire N,112,1450
222716,CALHOUN,1,1 - Leary,1,398
222351,TALIAFERRO,5,172 - Sharon,172,158
222416,FRANKLIN,LRG,07 - Middle River,7,498
22499,CHATHAM,4,4-12C - St Peters Episcopal,4-12C,984
222285,TAYLOR,1,Precinct 1,1,635
222434,COLUMBIA,1,108 - Genesis Church,108,868
22921,CLAYTON,7,RD06 - Riverdale 6,RD06,1700
2277,COBB,2,NJ01 - Nickajack 01,NJ01,2225
22980,GWINNETT,3,138 - Duluth I,138,1661
22895,GWINNETT,4,046 - Cates F,46,772
221571,RICHMOND,3,307,307,914
22407,NEWTON,2,19 - Buck Creek,19,2082
221588,FULTON,,02A,02A,1316
221515,MARION,4,807 - Buena Vista,807,973
22703,FULTON,,03N,03N,1430
221460,EFFINGHAM,2,02A,02A,903
22621,WHITE,LRG,111 - White Creek,111,748
22257,FULTON,,09M,09M,963
222130,COLUMBIA,4,032 - G A Apostolic Church,32,720
222610,GRADY,2,S - Spence,S,405
222429,FULTON,,11E3,11E3,4
22883,CARROLL,7,1483 - Clem,1483,1485
222234,HABERSHAM,LRG,06 - Glade Creek,6,685
221083,WHITE,LRG,081 - Shoal Creek,81,1040
221606,FULTON,1,ML01B,ML01B,48
22925,CHATHAM,2,2-12C - Williams Court Apts,2-12C,980
222781,EMANUEL,3,1208 - Blundale,1208,136
22851,FAYETTE,LRG,27 - Dogwood,27,1119
22813,CLAYTON,2,RD12 - Riverdale 12,RD12,1255
22359,COBB,2,SN4A - Smyrna 4a,SN4A,2235
221946,GWINNETT,2,013 - Berkshire K,13,1131
222614,TATTNALL,1,3 - Collins,3,683
222758,PIERCE,4,4C - Alabaha,04C,402
222280,CALHOUN,3,3 - Edison,3,289
221999,WAYNE,1,1A - Odum,01A,602
222326,HENRY,3,35 - McDonough,35,812
22558,COBB,2,SN6A - Smyrna 6a,SN6A,2605
22231,RICHMOND,7,703,703,2714
222550,RICHMOND,8,802,802,782
222405,BULLOCH,4,02 - Blitch,2,802
221215,CLAYTON,3,RD11 - Riverdale 11,RD11,796
222115,HARRIS,2,GM - Goodman,GM,831
221276,COBB,6,DC01 - Dickerson 01,DC01,1191
22470,FULTON,1,RW08,RW08,1149
221331,HABERSHAM,LRG,01 - Clarkesville,1,1874
221005,GWINNETT,3,149 - Goodwins I,149,909
221776,WASHINGTON,1,97 - Sandersville,97,3302
22920,FULTON,,11C,11C,1266
22657,COBB,5,SA01 - Sandy Plains 01,SA01,1180
22680,CARROLL,7,714BW - Old Camp Church,714BW,990
222147,TERRELL,2,02 - Sasser,2,697
22651,DEKALB,4,EC - Embry Hills,EC,1163
221184,FULTON,6,SC10,SC10,1020
22446,CARROLL,5,501 - Bethany,501,1936
229,GWINNETT,2,135 - Pucketts C,135,1179
222242,FULTON,,04M,04M,410
221905,WHITFIELD,LRG,LT - Lower Tenth,LT,553
221897,BIBB,1,EM5 - East Macon 5,EM5,1134
221221,TROUP,7,04 - Griggs Center,4,1393
222356,CHATHAM,8,8-8 C - Resur Of Our Lord Ch,8-8 C,764
221086,WALKER,5,1893 - Fairview,1893,1676
222385,RICHMOND,2,203,203,693
22986,POLK,4,07 - Youngs Grove,7,966
222578,MORGAN,1,09 - Apalachee,9,267
22498,ROCKDALE,,FI - Fieldstone,FI,1882
222038,CHATHAM,1,1-16C - Ferguson Ave Baptist,1-16C,1361
221600,GLYNN,5,5933 - Burroughs Molet,5933,1909
221622,CHATHAM,3,3-14C - Riverview Health Reh,3-14C,859
221563,CHATHAM,3,3-1 C - Old Courthouse,3-1 C,315
222215,LAURENS,2,09 - Burgamy,9,413
222574,BULLOCH,7,07 - Nevils,7,573
221693,DEKALB,3,CL - Clifton Elem,CL,708
222556,PIERCE,4,4A - Patterson,04A,635
22357,BURKE,3,0002 - Four Points,2,1038
22739,FULTON,,03R,03R,880
221797,CHATHAM,6,6-2 C - Windsor Forest Bapti,6-2 C,1042
222206,JASPER,2,290 - Wyatt,290,545
22695,FLOYD,LRG,020 - Cave Spring,20,820
22172,DEKALB,5,MR - Bob Mathis Elem,MR,1075
222155,OCONEE,LRG,05 - Bishop,5,647
22394,COBB,,MR3A - Marietta 3a,MR3A,2294
22856,CHEROKEE,2,004 - Ball Ground,4,1314
221782,DAWSON,LRG,01 - West,1,1008
22667,MONTGOMERY,3,05 - Mount Vernon,5,741
221786,GWINNETT,1,078 - Pinckneyville R,78,1370
221359,DEKALB,,WF - Winnona Park Elem (D,WF,851
221930,DECATUR,6,1805 - West Bainbridge,1805,1251
222644,TALBOT,3,01 - Oneal,1,275
222208,WORTH,4,10 - Scooterville,10,318
222376,FRANKLIN,LRG,04 - Lavonia,4,1100
222074,HENRY,1,48 - Unity Grove,48,1689
221538,COLUMBIA,4,010 - Kiokee Bapt Church,10,1037
222772,WARE,4,404 - Beach-Bickley,404,175
22972,CAMDEN,1,07 - North Kingsland,7,1175
222336,CHATHAM,3,3-4 C - First African Baptis,3-4 C,675
221049,UPSON,4,5610 - Town,5610,4009
221109,COBB,,MR4A - Marietta 4a,MR4A,990
221093,FLOYD,LRG,110 - South Rome,110,707
221070,MUSCOGEE,4,114 - Faith Tabernacle,114,2140
22806,COWETA,2,03 - Pine Road,3,816
221479,BALDWIN,5,MERI - Meriweather,MERI,1244
221649,BURKE,1,0008 - Munnerlyn,8,140
221289,DEKALB,2,ER - Emory Road,ER,768
222691,WASHINGTON,3,1253 - Riddleville,1253,309
221106,GWINNETT,4,044 - Rockbridge B,44,1647
222779,MITCHELL,5,CT - Cotton,CT,215
221898,FULTON,,04S,04S,911
221077,CLINCH,5,Homerville,H,1822
22755,FULTON,,01E,01E,1353
22150,FULTON,,08E,08E,1030
22205,DEKALB,3,AI - Avondale High,AI,1612
221013,CLAYTON,3,RD09 - Riverdale 9,RD09,1189
22872,CARROLL,,714A1 - West Carrollton,714A1,1721
221590,FULTON,1,AP03,AP03,448
22614,TREUTLEN,4,Soperton,SOPE,1692
22589,COBB,1,KE2B - Kennesaw 2b,KE2B,1715
222439,FANNIN,LRG,Morganton,MORG,993
22655,DEKALB,2,AB - Ashford Park Elem,AB,1260
222014,FULTON,4,SC13B,SC13B,939
221780,LONG,5,5 - Tibet,5,710
221859,GWINNETT,4,029 - Cates B,29,705
222609,CRAWFORD,2,District 2,2,887
221655,GWINNETT,3,004 - Suwanee A,4,879
222639,CHATTOOGA,LRG,1382 - Haywood,1382,77
22322,CHATHAM,5,5-5 C - Liberty City Church,5-5 C,1020
221904,BIBB,4,WA1 - Warrior 1,WA1,1130
22363,FULTON,2,AP10,AP10,411
222728,EARLY,4,JAKIN,JAKIN,307
2221,FULTON,,08G,08G,1709
222535,JENKINS,5,5 - Four Points,5,569
221892,BIBB,4,HA6 - Hazzard 6,HA6,851
222314,FULTON,5,JC18B,JC18B,83
227,DEKALB,,EE - Epworth (Atl),EE,1934
222427,COLQUITT,5,0017 - Monk,17,758
222170,COWETA,2,04 - Dresden,4,383
222160,HANCOCK,1,Devereux IA,01A,398
222729,WILKINSON,3,07 - Lord,7,366
22181,RICHMOND,5,503,503,1919
2219,MUSCOGEE,1,117 - Gentian Resse,117,2879
22430,COBB,7,OR04 - Oregon 04,OR04,1269
221057,CATOOSA,4,POPS - Poplar Springs,POPS,1874
221880,HARRIS,5,EL - Ellerslie,EL,1600
221344,HOUSTON,2,FMMS - Feagin Mill Middle School,FMMS,3634
222686,JEFF DAVIS,500,502 - Ocmulgee 2,502,264
222182,DOOLY,5,10 - Lilly,10,253
22970,SUMTER,2,C2-27 - GSW Conference Center,C2-27,1792
222756,ECHOLS,LRG,1058 - Statenville,1058,1021
222201,CHARLTON,5,5R - Racepond,05R,105
221235,CARROLL,2,1152 - Center Point,1152,674
22459,FAYETTE,LRG,01 - Blackrock,1,1040
22217,DEKALB,7,JB - Jolly Elem,JB,1581
22584,COBB,1,ML01 - McClure 01,ML01,595
22142,WHITFIELD,,"02A - James Brown Center, Room 202",02A,1627
22840,BROOKS,4,PR 09,660,575
22487,DEKALB,4,ND - Northlake,ND,687
221314,DODGE,5,Rawlins,RAWLI,485
22564,PICKENS,LRG,08 - Jasper,8,1167
221102,JONES,1,09 - Finney,9,1102
222575,OGLETHORPE,4,WF - Wolfskin,WF,328
222321,PICKENS,LRG,04 - Jerusalem,4,450
221581,BULLOCH,7,06 - Bay,6,698
22837,COFFEE,3,1 - Douglas,1,8374
22769,COBB,4,KE1A - Kennesaw 1a,KE1A,1021
222107,HEARD,3,Ephesus,EPH,322
22606,COBB,1,PM01 - Pine Mountain 01,PM01,1107
22530,BANKS,1,0001 - Anderson,1,629
222079,LOWNDES,3,09 - New Clyattville Fire Station,9,2041
22253,COBB,6,CA01 - Chattahoochee 01,CA01,3456
221203,CLAYTON,8,MO1 - Morrow 1,MO1,1359
222366,WILKINSON,3,11 - Turkey Creek,11,254
22764,CHEROKEE,5,021 - Hillside,21,1221
222236,MONROE,6,05 - Cox,5,311
22684,COBB,2,SN7A - Smyrna 7a,SN7A,1472
222060,FULTON,,10G,10G,583
221575,CHATHAM,6,6-1 C - White Bluff Pre,6-1 C,936
22411,FULTON,,06E,06E,1351
222624,COLQUITT,3,0018 - Murphy,18,441
221848,JACKSON,2,0465 - Wilson,465,438
222397,JACKSON,,0257 - Harrisburg,257,894
22310,FULTON,5,JC13A,JC13A,969
228,DEKALB,1,DI - Dunwoody Library,DI,1273
221747,RICHMOND,5,510,510,756
222353,CHATTOOGA,LRG,C-968 - Cloudland,C-968,218
2269,GWINNETT,2,144 - Lawrenceville M,144,2177
22760,HENRY,1,49 - Shiloh,49,1707
221248,DEKALB,2,SB - Scott,SB,1421
221971,CHATHAM,6,6-8 C - St. Francis Cabrini,6-8 C,1070
221009,THOMAS,3,108 - Gatlin Creek,108,1065
222527,BERRIEN,5,1642 - Enigma,1642,630
222223,DEKALB,3,TA - Terry Mill Elem,TA,1211
221788,DEKALB,5,SS - Snapfinger Road S,SS,761
221420,LONG,1,1 - Beards Creek,1,651
22464,DEKALB,5,SM - Salem Middle,SM,1347
221173,GWINNETT,1,028 - Rockycreek A,28,1947
222224,WHITE,LRG,061 - Nacoochee,61,893
221610,FULTON,,11J,11J,940
221911,HENRY,4,43 - Pleasant Grove,43,1567
221984,GWINNETT,1,151 - Harbins C,151,852
222563,EFFINGHAM,1,01A,01A,520
222785,DODGE,3,Pondtown,PONDT,392
222059,COLUMBIA,1,131 - Journey Comm C,131,364
221851,CLARKE,2,04A,04A,1114
221392,FULTON,6,UC031,UC031,192
222406,TAYLOR,4,Precinct 5,5,939
222598,CHARLTON,3,3T - Traders Hill,03T,50
221990,BROOKS,5,PR 02,1199,1993
221831,PICKENS,LRG,09 - Townsend,9,1100
221520,GWINNETT,3,057 - Duluth D,57,2199
222678,WARREN,5,2 - Camak,2,194
222097,COWETA,2,24 - Westside,24,413
222105,MADISON,5,Comer,COM,634
22807,COBB,3,BT01 - Bryant 01,BT01,837
221910,ROCKDALE,,SM - Smyrna,SM,1679
22946,TIFT,5,12 - Tifton Lodge,12,1549
221957,LUMPKIN,LRG,South East,SE,1256
222098,TIFT,2,11 - Mott-Litman Gym,11,1517
22679,DEKALB,7,IB - Indian Creek Elem,IB,1294
22752,GWINNETT,3,126 - Pinckneyville A1,126,1101
221850,HENRY,3,62 - Timberridge,62,717
222401,SPALDING,5,09 - Cabin,9,863
22314,FAYETTE,LRG,29 - Jeff Davis,29,1395
221154,WHITFIELD,,04A - Whitfield County Schools Cent. Office,04A,1241
221172,CLAYTON,5,RD04 - Riverdale 4,RD04,2011
221722,TROUP,1,11 - Long Cane,11,1274
2214,GWINNETT,5,058 - Pinckneyville K,58,1882
221744,RICHMOND,8,805,805,509
22891,FAYETTE,LRG,32 - Willowbend,32,1204
22881,COBB,2,MA03 - Mableton 03,MA03,1337
221817,MERIWETHER,2,06 - Lone Oak,6,544
222232,BLECKLEY,4,1 - Fairground,1,3786
222123,HARRIS,1,PV - Pine Mountain Valley,PV,631
222553,EFFINGHAM,4,04B,04B,771
22350,DEKALB,1,PB - Peachtree Middle,PB,2171
221233,MUSCOGEE,6,120 - St Andrews/Midl,120,3414
221654,WALTON,4,426 - Atha Rd Fire Station,426,807
221091,PEACH,1,B2 - Byron #2,B2,2120
221343,BUTTS,5,Jenkinsburg,JENK,1170
22147,CRAWFORD,5,District 5,5,851
22540,ROCKDALE,,LA - The Lakes,LA,883
221335,DEKALB,6,SP - Stn Mtn Champion (St),SP,1361
221891,RICHMOND,3,309,309,489
221226,FULTON,,12H,12H,1754
22525,FULTON,2,AP07A,AP07A,1744
22439,GWINNETT,5,114 - Pinckneyville W,114,1806
221805,BARROW,6,6,6,988
221055,GWINNETT,2,067 - Berkshire I,67,1867
221379,GWINNETT,5,074 - Pinckneyville Q,74,901
222252,WALTON,1,420 - North Monroe,420,2017
22670,FULTON,6,CP05A,CP05A,1145
222529,MADISON,4,Fork,FOR,274
221148,GWINNETT,2,083 - Goodwins D,83,1735
221504,COFFEE,4,4 - Broxton,4,1233
221615,DOUGHERTY,3,13 - Shiloh Bapist,13,956
221211,CLAYTON,5,JB16 - Jonesboro 16,JB16,962
221643,GWINNETT,3,140 - Duluth J,140,1308
2267,CLARKE,3,04B,04B,2822
221201,CATOOSA,1,Chambers,CHAM,1048
221,GWINNETT,3,121 - Pinckneyville X,121,1478
221972,CHATHAM,3,3-11C - Southside Baptist Ch,3-11C,629
22379,COLUMBIA,3,064 - Grace Baptist Church,64,1147
222085,JENKINS,3,3 - Perkins,3,571
221056,BARROW,5,3,3,1289
22383,DOUGLAS,3,736N - Chapel Hill,736N,1406
222003,POLK,1,02 - Blooming Grove,2,890
222120,WALKER,5,1161 - Mountain,1161,651
221481,BALDWIN,5,CTY6 - North Milledgeville,CTY6,1031
22460,FAYETTE,LRG,09 - Rareover,9,1222
22828,CHEROKEE,4,029 - Oak Grove,29,1485
221021,GILMER,LRG,11 - Yukon,11,538
222667,BURKE,4,0009 - Sardis,9,569
222478,BROOKS,1,PR 07,1712,291
221188,GWINNETT,1,001 - Harbins A,1,2019
222819,HALL,2,36,36,1
22878,SPALDING,2,20 - Roberts,20,1041
221060,TALBOT,2,02 - Valley,2,414
222411,FANNIN,LRG,Skeniah,SKEN,146
222118,WILKINSON,2,05 - Irwinton,5,430
22272,FULTON,,08P,08P,1369
22873,DOUGLAS,2,1273 - Turner,1273,2323
22845,CLAYTON,3,RD03 - Riverdale 3,RD03,1608
222203,COOK,3,Cecil,C,970
22463,DEKALB,5,MV - Miller Grove Road,MV,859
22352,GWINNETT,3,007 - Duluth A,7,1890
221541,GWINNETT,1,008 - Duncans A,8,1569
22471,FULTON,,02J,02J,691
221116,GWINNETT,5,116 - Martins I,116,1752
221454,BULLOCH,2,04 - Brooklet,4,1218
221324,COBB,,MR2A - Marietta 2a,MR2A,1409
222211,CAMDEN,2,05 - Harrietts Bluff,5,852
222402,MADISON,4,Mill,MIL,745
22591,COBB,6,DI01 - Dobbins 01,DI01,2422
222552,BAKER,LRG,Milford,M,153
22733,FULTON,4,SC07A,SC07A,2044
22969,DEKALB,7,RM - Redan Middle,RM,1065
22785,COWETA,3,19 - Greentop,19,1408
22879,GWINNETT,1,133 - Harbins B,133,1555
222240,FULTON,,11A2,11A2,140
221269,GWINNETT,4,036 - Cates E,36,1059
222346,SCREVEN,1,07 - Hiltonia,7,409
222557,COLUMBIA,3,051 - Damascus Bapt Church,51,430
222023,WALTON,4,419 - South Monroe,419,1674
222289,FULTON,,05A2,05A2,195
22650,MUSCOGEE,2,109 - Wynnbrook,109,1661
2225,DEKALB,1,AD - Austin,AD,1264
222739,EARLY,4,Cedar Springs,CS,167
222797,TWIGGS,2,HV - Higgsville,HV,429
22109,FULTON,3,SS11A,SS11A,2013
222102,MURRAY,LRG,824 - Town,824,2999
222090,TURNER,4,3 - Rebecca,3,260
221117,GLYNN,4,4923 - Northside Church,4923,1590
22373,COBB,1,BK01 - Baker 01,BK01,2031
22534,EMANUEL,7,0053 - Swainsboro,53,3769
222400,ELBERT,4,197 - Pike,197,818
22788,DOUGLAS,5,735 - Dorsett Shoals,735,1611
222404,FULTON,4,CH03,CH03,158
22421,COBB,3,MA01 - Mableton 01,MA01,2087
22103,THOMAS,5,103 - Central,103,1575
221665,FULTON,,03B,03B,458
222501,RICHMOND,2,209,209,599
222573,TATTNALL,1,1 - Cobbtown,1,431
221983,LAURENS,3,22 - West Laurens,22,932
221422,APPLING,3,03C,03C,851
22553,COBB,6,TR01 - Timber Ridge 01,TR01,1000
2275,FULTON,1,RW15,RW15,1251
221717,DOUGHERTY,3,28 - A S U Hper Gym,28,320
222437,BULLOCH,7,09 - Register,9,475
221424,CHATHAM,7,7-6 C - Pooler City Hall,7-6 C,1285
222491,GLASCOCK,LRG,Mitchell,MITC,225
22850,FULTON,7,SS19B,SS19B,1464
221500,PICKENS,LRG,10 - Sharptop,10,1209
222752,BERRIEN,2,1329 - Lois,1329,322
22210,RICHMOND,1,112,112,692
221458,NEWTON,5,09 - Livingston,9,1816
221453,CRISP,LRG,Cordele,CORDE,4984
2283,COBB,5,MD01 - Murdock 01,MD01,1570
221845,GORDON,LRG,973 - Red Bud,973,1131
222214,DOOLY,5,02 - Byromville,2,386
221953,ROCKDALE,,LO - Lorraine,LO,1553
221200,WHITFIELD,,01A - Dalton High School,01A,1372
221687,GWINNETT,4,119 - Berkshire O,119,1070
22220,COBB,4,LA01 - Lassiter 01,LA01,1373
22291,FULTON,,04G,04G,396
22402,CHATHAM,4,4-13C - Skid Is Pres Church,4-13C,1071
221611,GREENE,4,008 - Old Salem,8,2043
222375,MITCHELL,3,BA - Baconton,BA,593
221607,TOOMBS,,513 - V.P.D.,513,876
22690,FULTON,6,EP08A,EP08A,383
221299,FULTON,3,SS11B,SS11B,862
221552,FULTON,6,CP081,CP081,236
221120,COBB,4,PT01 - Pitner 01,PT01,807
22952,CLARKE,7,06C,06C,1628
221856,DEKALB,6,WN - Wynbrooke Elem,WN,1374
221388,CHEROKEE,5,012 - Woodstock,12,2143
222146,TERRELL,3,06 - Herod-Dover,6,153
222480,BANKS,3,0007 - Golden Hill,7,434
222413,OGLETHORPE,1,FC - Falling Creek,FC,317
221916,BEN HILL,4,1 - East,1,1768
222233,RICHMOND,3,302,302,655
221657,TIFT,1,10 - Tifton South,10,1199
221494,DEKALB,2,SC - Scottdale,SC,1890
221398,CLARKE,5,06D,06D,809
221557,UNION,LRG,07 - Dooley,7,610
221475,GWINNETT,5,021 - Pinckneyville B,21,1625
222721,EMANUEL,3,0052 - Cross-Green,52,128
2236,COWETA,1,14 - Turin,14,1432
222823,DOUGHERTY,3,31,31,1
222367,TALBOT,1,05 - Talbotton,5,539
222072,FULTON,6,SC19B,SC19B,943
222672,TOOMBS,6,1770 - Ohoopee,1770,108
221223,FORSYTH,1,16 - Otwell,16,3442
222029,CRAWFORD,1,District 1a,01A,247
221028,GWINNETT,3,040 - Pinckneyville H,40,1917
222408,BARROW,4,14,14,592
221206,LAURENS,,03 - Family Life Center,3,1957
221393,CHATTOOGA,LRG,927 - Teloga,927,286
22316,BARTOW,2,07 - Emerson,7,1339
221574,WASHINGTON,4,1488 - Tennille,1488,1343
221869,PIERCE,3,3B - Otter Creek,03B,649
221994,PUTNAM,4,107,107,985
222661,GLASCOCK,LRG,Gibson,GIBS,357
221844,SCREVEN,6,06 - Bay Branch,6,455
22888,GWINNETT,5,050 - Pinckneyville I,50,1288
22892,CHATHAM,1,1-12C - Isle Of Hope Baptist,1-12C,868
222459,GILMER,LRG,02 - Cartecay,2,715
221792,HALL,1,014 -Glade,14,683
221493,RICHMOND,1,113,113,497
22214,DEKALB,2,FB - Fernbank Elem,FB,986
221263,HENRY,4,53 - Flippen,53,1726
222801,CHARLTON,3,3S - St. George,03S,340
221551,WALTON,7,1663 - Bold Springs,1663,1687
221262,HARRIS,2,SK - Skinner,SK,425
22195,FULTON,,08J,08J,1319
22149,FLOYD,LRG,076 - Mt Alto South,76,1880
22746,FULTON,6,SC08D,SC08D,367
221749,GWINNETT,4,033 - Berkshire E,33,800
22229,FULTON,,09C,09C,1450
221459,LIBERTY,5,11 - Lewis Frasier School,11,1656
22859,JACKSON,3,N0245 - Jefferson,N0245,2624
22465,GWINNETT,5,043 - Martins D,43,998
222347,MCDUFFIE,3,131 - Queen Of Angels,131,669
222172,DECATUR,2,1277 - Mt. Pleasant,1277,317
22802,CLARKE,5,05A,05A,1412
221855,BERRIEN,2,1144 - Ray City,1144,751
222688,WILKINSON,4,02 - Bloodworth,2,198
221886,LOWNDES,,10 - Mildred Hunter Community Center,10,2315
222276,MERIWETHER,2,05 - 8th-Greenville,5,1018
222359,FULTON,1,MP01,MP01,232
22319,LAMAR,2,1712A - Chappell Mill V. Fd,1712A,652
22715,FULTON,3,SS31,SS31,690
222268,MONTGOMERY,2,03 - Higgston,3,605
22433,COBB,3,PS1A - Powder Springs 1a,PS1A,2367
2278,COBB,4,EL01 - Elizabeth 01,EL01,1818
22676,FULTON,,03P2,03P2,164
222495,BULLOCH,1,12 - Portal,12,886
22551,MONROE,4,13 - Proctors,13,457
222360,TURNER,2,2 - Sycamore,2,853
221241,WAYNE,3,3A - Altamaha,03A,1264
221250,SPALDING,4,05 - Ga Exp Station,5,1886
22196,FULTON,,08F1,08F1,879
221854,DEKALB,7,SR - Snapfinger Road N,SR,1029
221940,CANDLER,1,Metter - 1685,1685,1820
221275,SPALDING,4,13 - County Line,13,1161
22567,FULTON,1,AP021,AP021,1104
22159,FULTON,6,EP071,EP071,1227
22268,DEKALB,7,MI - Miller Grove Middle,MI,1907
222322,BALDWIN,1,CTY3 - Boddie,CTY3,508
222608,JEFF DAVIS,400,401 - Whitehead 1,401,551
22233,FULTON,,06D,06D,1817
221407,HALL,2,033 - Friendship I,33,2907
22392,FULTON,3,SS07A,SS07A,612
222505,SCREVEN,5,04 - Culvers Store,4,602
22932,HALL,4,023 - West Whelchel,23,1702
221684,FULTON,6,SC09B,SC09B,897
222239,FULTON,6,CP06,CP06,346
221285,POLK,5,04 - Fish Creek,4,1239
221732,BIBB,3,WA2 - Warrior 2,WA2,1372
221629,GWINNETT,1,108 - Baycreek E,108,1373
22410,COBB,1,MS02 - Mars Hill 02,MS02,1192
221998,WARE,5,300 - 1231-150b,300,1884
221724,MUSCOGEE,7,123 - Fox,123,1364
221791,HALL,4,019 - Murryaville,19,1168
22577,TIFT,5,01 - Tifton Northeast,1,1871
