precinct_id,county,precinct_name,precinct_number,ward,polling_location_ids,source,INTERNAL_notes,,,,
330730028,COLUMBIA,KIOKEE BAPT CHURCH,10,,440730028,GA SOS Elections Division,,,,,
330730029,COLUMBIA,LAKESIDE MIDDLE,111,,440730029,GA SOS Elections Division,,,,,
330730030,COLUMBIA,LEWIS METHODIST,15,,440730030,GA SOS Elections Division,,,,,
330730031,COLUMBIA,MARTINEZ BAPTIST,115,,440730031,GA SOS Elections Division,,,,,
330730032,COLUMBIA,MARVIN METHODIST,76,,440730032,GA SOS Elections Division,,,,,
330730033,COLUMBIA,MTZ COL FIRE DEPT #4,74,,440730033,GA SOS Elections Division,,,,,
330730034,COLUMBIA,MTZ COL FIRE HDQTR.,110,,440730034,GA SOS Elections Division,,,,,
330730035,COLUMBIA,PATRIOTS PARK,17,,440730035,GA SOS Elections Division,,,,,
330730036,COLUMBIA,PHILADELPHIA CHURCH,26,,440730036,GA SOS Elections Division,,,,,
330730037,COLUMBIA,REDEEMER CHURCH,62,,440730037,GA SOS Elections Division,,,,,
330730038,COLUMBIA,RIVERSIDE ELEMENTARY,63,,440730038,GA SOS Elections Division,,,,,
330730039,COLUMBIA,SAVANNAH RAPIDS,106,,440730039,GA SOS Elections Division,,,,,
330730040,COLUMBIA,STEVENS CREEK CHURCH,109,,440730040,GA SOS Elections Division,,,,,
330730041,COLUMBIA,STEVENS CREEK ELEM,105,,440730041,GA SOS Elections Division,,,,,
330730042,COLUMBIA,TRINITY BAPT CHURCH,85,,440730042,GA SOS Elections Division,,,,,
330730043,COLUMBIA,WESLEY METHODIST,132,,440730043,GA SOS Elections Division,,,,,
330730044,COLUMBIA,WEST ACRES BAPTIST,130,,440730044,GA SOS Elections Division,,,,,
330730045,COLUMBIA,WESTSIDE BAPT CHURCH,80,,440730045,GA SOS Elections Division,,,,,
330730046,COLUMBIA,WOODLAWN BAPT CHURCH,16,,440730046,GA SOS Elections Division,,,,,
330750001,COOK,CECIL,,,440750001,GA SOS Elections Division,,,,,
330750002,COOK,DELLE BEAMGUARD,,,440750002,GA SOS Elections Division,,,,,
330750003,COOK,ELM PINE,,,440750003,GA SOS Elections Division,,,,,
330750004,COOK,LENOX,,,440750004,GA SOS Elections Division,,,,,
330750005,COOK,MASSEE,,,440750005,GA SOS Elections Division,,,,,
330750006,COOK,NEW LIFE BAPTIST CH. ,,,440750006,GA SOS Elections Division,,,,,
330750007,COOK,RIVERBEND,,,440750007,GA SOS Elections Division,,,,,
330750008,COOK,SPARKS,,,440750008,GA SOS Elections Division,,,,,
330770001,COWETA,ARTS CENTRE,18th,,440770001,GA SOS & Coweta County Elections Department,,,,,
330770002,COWETA,CANNONGATE,23rd,,440770002,GA SOS & Coweta County Elections Department,,,,,
330770003,COWETA,CEDAR CREEK,8th,,440770003,GA SOS & Coweta County Elections Department,,,,,
330770004,COWETA,CENTRAL,17th,,440770004,GA SOS & Coweta County Elections Department,,,,,
330770005,COWETA,DRESDEN,4th,,440770005,GA SOS & Coweta County Elections Department,,,,,
330770006,COWETA,EBENEZER CHURCH ROAD,27th,,440770006,GA SOS & Coweta County Elections Department,,,,,
330770007,COWETA,EXPO CENTER,20th,,440770007,GA SOS & Coweta County Elections Department,,,,,
330770008,COWETA,FISCHER ROAD,7th,,440770008,GA SOS & Coweta County Elections Department,,,,,
330770009,COWETA,GRANTVILLE,9th,,440770009,GA SOS & Coweta County Elections Department,,,,,
330770010,COWETA,GREENTOP,19th,,440770010,GA SOS & Coweta County Elections Department,,,,,
330770011,COWETA,HARALSON,10th,,440770011,GA SOS & Coweta County Elections Department,,,,,
330770012,COWETA,JEFFERSON PARKWAY,28th,,440770012,GA SOS & Coweta County Elections Department,,,,,
330770013,COWETA,MADRAS,22nd,,440770013,GA SOS & Coweta County Elections Department,,,,,
330770014,COWETA,MORELAND,2nd,,440770014,GA SOS & Coweta County Elections Department,,,,,
330770015,COWETA,NEWNAN,5th,,440770015,GA SOS & Coweta County Elections Department,,,,,
330770016,COWETA,NORTHSIDE,25th,,440770016,GA SOS & Coweta County Elections Department,,,,,
330770017,COWETA,PANTHER CREEK,12th,,440770017,GA SOS & Coweta County Elections Department,,,,,
330770018,COWETA,PINE ROAD,3rd,,440770018,GA SOS & Coweta County Elections Department,,,,,
330770019,COWETA,RAYMOND,13th,,440770019,GA SOS & Coweta County Elections Department,,,,,
330770020,COWETA,SENOIA,1st,,440770020,GA SOS & Coweta County Elections Department,,,,,
330770021,COWETA,SHARPSBURG,6th,,440770021,GA SOS & Coweta County Elections Department,,,,,
330770022,COWETA,SMOKEY ROAD,15th,,440770022,GA SOS & Coweta County Elections Department,,,,,
330770023,COWETA,THOMAS CROSSROADS,26th,,440770023,GA SOS & Coweta County Elections Department,,,,,
330770024,COWETA,TURIN,14th,,440770024,GA SOS & Coweta County Elections Department,,,,,
330770025,COWETA,TURKEY CREEK,16th,,440770025,GA SOS & Coweta County Elections Department,,,,,
330770026,COWETA,WELCOME,11th,,440770026,GA SOS & Coweta County Elections Department,,,,,
330770027,COWETA,WESTSIDE,24th,,440770027,GA SOS & Coweta County Elections Department,,,,,
330770028,COWETA,WHITE OAK,21st,,440770028,GA SOS & Coweta County Elections Department,,,,,
330790001,CRAWFORD,DISTRICT 1A,,,440790001,Crawford County Elections Department,,,,,
330790002,CRAWFORD,DISTRICT 1B,,,440790002,Crawford County Elections Department,,,,,
330790003,CRAWFORD,DISTRICT 2,,,440790003,Crawford County Elections Department,,,,,
330790004,CRAWFORD,DISTRICT 3,,,440790004,Crawford County Elections Department,,,,,
330790005,CRAWFORD,DISTRICT 4,,,440790005,Crawford County Elections Department,,,,,
330790006,CRAWFORD,DISTRICT 5,,,440790006,Crawford County Elections Department,,,,,
330810001,CRISP,ARABI,ARABI,,440810001,GA Secretary of State Elections Division,,,,,
330810002,CRISP,CONEY,CONEY,,440810002,GA Secretary of State Elections Division,,,,,
330810003,CRISP,CORDELE,CORDELE,,440810003,GA Secretary of State Elections Division,,,,,
330810004,CRISP,HATLEY,HATLEY,,440810004,GA Secretary of State Elections Division,Not in CRISP CTY RAW DATA,,,,
330810005,CRISP,JAMESTOWN,JAMESTOWN,,440810005,GA Secretary of State Elections Division,,,,,
330810006,CRISP,LISTONIA,LISTONIA,,440810006,GA Secretary of State Elections Division,,,,,
330830001,DADE,DAVIS,,,440830001,GA Secretary of State Elections Division,,,,,
330830002,DADE,NEW HOME,,,440830002,GA Secretary of State Elections Division,,,,,
330830003,DADE,NEW SALEM,,,440830003,GA Secretary of State Elections Division,,,,,
330830004,DADE,NORTH DADE,,,440830004,GA Secretary of State Elections Division,,,,,
330830005,DADE,SOUTH DADE,,,440830005,GA Secretary of State Elections Division,,,,,
330830006,DADE,TRENTON,,,440830006,GA Secretary of State Elections Division,,,,,
330830007,DADE,WEST BROW,,,440830007,GA Secretary of State Elections Division,,,,,
330850001,DAWSON,CENTRAL,,,440850001,GA Secretary of State Elections Division,,,,,
330850002,DAWSON,EAST,,,440850002,GA Secretary of State Elections Division,,,,,
330850003,DAWSON,WEST,,,440850003,GA Secretary of State Elections Division,,,,,
330870001,DECATUR,ATTAPULGUS,,,440470001,GA Secretary of State Elections Division,,,,,
330870002,DECATUR,BAINBRIDGE-COLISEUM,,,440470002,GA Secretary of State Elections Division,,,,,
330870003,DECATUR,BDGE-FAIRGROUNDS,,,440470003,GA Secretary of State Elections Division,,,,,
330870004,DECATUR,BRINSON,,,440470004,GA Secretary of State Elections Division,,,,,
330870005,DECATUR,CLIMAX,,,440470005,GA Secretary of State Elections Division,,,,,
330870006,DECATUR,KENDRICK,,,440470006,GA Secretary of State Elections Division,,,,,
330870007,DECATUR,MT. PLEASANT,,,440470007,GA Secretary of State Elections Division,,,,,
330870008,DECATUR,RECOVERY,,,440470008,GA Secretary of State Elections Division,,,,,
330870009,DECATUR,WEST BAINBRIDGE,,,440470009,GA Secretary of State Elections Division,,,,,
330890001,DEKALB,ALLGOOD ELEM,418AA,,440890001,GA SOS & Dekalb County Elections Department,,,,,
330890002,DEKALB,ASHFORD DUNWOODY RD,119AG,,440890002,GA SOS & Dekalb County Elections Department,,,,,
330890003,DEKALB,ASHFORD PARK ELEM,201AB,,440890003,GA SOS & Dekalb County Elections Department,,,,,
330890004,DEKALB,ASHFORD PARKSIDE,118AH,,440890004,GA SOS & Dekalb County Elections Department,,,,,
330890005,DEKALB,AUSTIN,101AD,,440890005,GA SOS & Dekalb County Elections Department,,,,,
330890006,DEKALB,AUSTIN DRIVE,321 AF,,440890006,GA SOS & Dekalb County Elections Department,,,,,
330890007,DEKALB,AVONDALE (AVO),403AE,,440890007,GA SOS & Dekalb County Elections Department,,,,,
330890008,DEKALB,AVONDALE HIGH,311AI,,440890008,GA SOS & Dekalb County Elections Department,,,,,
330890009,DEKALB,BETHUNE MIDDLE,329BM,,440890009,GA SOS & Dekalb County Elections Department,,,,,
330890010,DEKALB,BOB MATHIS ELEM,336MR,,440890010,GA SOS & Dekalb County Elections Department,,,,,
330890011,DEKALB,BOULDERCREST RD,539BL,,440890011,GA SOS & Dekalb County Elections Department,,,,,
330890012,DEKALB,BOULEVARD (ATL),302BB,,440890012,GA SOS & Dekalb County Elections Department,,,,,
330890013,DEKALB,BRIAR VISTA ELEM,218BC,,440890076,GA SOS & Dekalb County Elections Department,,,,,
330890014,DEKALB,BRIARCLIFF,211BG,,440890013,GA SOS & Dekalb County Elections Department,,,,,
330890015,DEKALB,BRIARLAKE ELEM,217BD,,440890014,GA SOS & Dekalb County Elections Department,,,,,
330890016,DEKALB,BRIARWOOD,204BE,,440890015,GA SOS & Dekalb County Elections Department,,,,,
330890017,DEKALB,BROCKETT,136BH,,440890016,GA SOS & Dekalb County Elections Department,,,,,
330890018,DEKALB,BROCKETT ELEM,140BF,,440890017,GA SOS & Dekalb County Elections Department,,,,,
330890019,DEKALB,BROOKHAVEN,202BI,,440890018,GA SOS & Dekalb County Elections Department,,,,,
330890020,DEKALB,BROWN'S MILL ELEM,511BJ,,440890019,GA SOS & Dekalb County Elections Department,,,,,
330890021,DEKALB,BURGESS ELEM (ATL),304BR,,440890020,GA SOS & Dekalb County Elections Department,,,,,
330890022,DEKALB,CANBY LANE ELEM,328CB,,440890021,GA SOS & Dekalb County Elections Department,,,,,
330890023,DEKALB,CANDLER,312CQ,,440890022,GA SOS & Dekalb County Elections Department,,,,,
330890024,DEKALB,CEDAR GROVE ELEM,503CD,,440890023,GA SOS & Dekalb County Elections Department,,,,,
330890025,DEKALB,CEDAR GROVE MIDDLE,502CR,,440890024,GA SOS & Dekalb County Elections Department,,,,,
330890026,DEKALB,CEDAR GROVE SOUTH,504CS,,440890025,GA SOS & Dekalb County Elections Department,,,,,
330890027,DEKALB,CHAMBLEE (CHA),121CE,,440890026,GA SOS & Dekalb County Elections Department,,,,,
330890028,DEKALB,CHAPEL HILL ELEM,510CG,,440890027,GA SOS & Dekalb County Elections Department,,,,,
330890029,DEKALB,CHESNUT ELEM,113CH,,440890028,GA SOS & Dekalb County Elections Department,,,,,
330890030,DEKALB,CLAIREMONT EAST (DEC,235CV,,440890029,GA SOS & Dekalb County Elections Department,,,,,
330890031,DEKALB,CLAIREMONT WEST (DEC,240CI,,440890030,GA SOS & Dekalb County Elections Department,,,,,
330890032,DEKALB,CLAIRMONT HILLS,220CJ,,440890031,GA SOS & Dekalb County Elections Department,,,,,
330890033,DEKALB,CLARKSTON (CLA),405CK,,440890032,GA SOS & Dekalb County Elections Department,,,,,
330890034,DEKALB,CLIFTON ELEM,501CL,,440890033,GA SOS & Dekalb County Elections Department,,,,,
330890035,DEKALB,COAN MIDDLE (ATL),339CN,,440890034,GA SOS & Dekalb County Elections Department,,,,,
330890036,DEKALB,COLUMBIA DRIVE,322CA,,440890035,GA SOS & Dekalb County Elections Department,,,,,
330890037,DEKALB,COLUMBIA ELEM,323CC,,440890036,GA SOS & Dekalb County Elections Department,,,,,
330890038,DEKALB,COLUMBIA MIDDLE,333C,,440890037,GA SOS & Dekalb County Elections Department,,,,,
330890039,DEKALB,CORALWOOD,231CW,,440890038,GA SOS & Dekalb County Elections Department,,,,,
330890040,DEKALB,COVINGTON,404CU,,440890039,GA SOS & Dekalb County Elections Department,,,,,
330890041,DEKALB,COVINGTON HWY,408CT,,440890039,GA SOS & Dekalb County Elections Department,,,,,
330890042,DEKALB,CROSS KEYS HIGH,203CO,,440890040,GA SOS & Dekalb County Elections Department,,,,,
330890043,DEKALB,CROSSROADS,519CP,,440890041,GA SOS & Dekalb County Elections Department,,,,,
330890044,DEKALB,DORAVILLE NORTH (DOR,117DA,,440890042,GA SOS & Dekalb County Elections Department,,,,,
330890045,DEKALB,DORAVILLE SOUTH (DOR,123DB,,440890043,GA SOS & Dekalb County Elections Department,,,,,
330890046,DEKALB,DRESDEN ELEM,208DC,,440890044,GA SOS & Dekalb County Elections Department,,,,,
330890047,DEKALB,DRUID HILLS,227DH,,440890051,GA SOS & Dekalb County Elections Department,,,,,
330890048,DEKALB,DUNAIRE ELEM,407DE,,440890045,GA SOS & Dekalb County Elections Department,,,,,
330890049,DEKALB,DUNWOODY,108DF,,440890046,GA SOS & Dekalb County Elections Department,,,,,
330890050,DEKALB,DUNWOODY ELEM,107DG,,440890047,GA SOS & Dekalb County Elections Department,,,,,
330890051,DEKALB,DUNWOODY LIBRARY,105DI,,440890048,GA SOS & Dekalb County Elections Department,,,,,
330890052,DEKALB,EAST LAKE (ATL),307EA,,440890022,GA SOS & Dekalb County Elections Department,,,,,
330890053,DEKALB,ELDRIDGE L MILLER EL,423MA,,440890049,GA SOS & Dekalb County Elections Department,,,,,
330890054,DEKALB,EMBRY HILLS,129EC,,440890050,GA SOS & Dekalb County Elections Department,,,,,
330890055,DEKALB,EMORY ROAD,225ER,,440890051,GA SOS & Dekalb County Elections Department,,,,,
330890056,DEKALB,EMORY SOUTH,226EG,,440890052,GA SOS & Dekalb County Elections Department,,,,,
330890057,DEKALB,EPWORTH (ATL),234EE,,440890053,GA SOS & Dekalb County Elections Department,,,,,
330890058,DEKALB,EVANSDALE ELEM,132EF,,440890054,GA SOS & Dekalb County Elections Department,,,,,
330890059,DEKALB,FAIRINGTON ELEM,516FA,,440890055,GA SOS & Dekalb County Elections Department,,,,,
330890060,DEKALB,FERNBANK ELEM,233FB,,440890056,GA SOS & Dekalb County Elections Department,,,,,
330890061,DEKALB,FLAKES MILL FIRE STA,507FK,,440890057,GA SOS & Dekalb County Elections Department,,,,,
330890062,DEKALB,FLAT ROCK ELEM,540FG,,440890058,GA SOS & Dekalb County Elections Department,,,,,
330890063,DEKALB,FLAT SHOALS,332FJ,,440890059,GA SOS & Dekalb County Elections Department,,,,,
330890064,DEKALB,FLAT SHOALS ELEM,331FC,,440890060,GA SOS & Dekalb County Elections Department,,,,,
330890065,DEKALB,FLAT SHOALS LIBRARY,334FL,,440890061,GA SOS & Dekalb County Elections Department,,,,,
330890066,DEKALB,FLAT SHOALS PARKWAY,508FE,,440890062,GA SOS & Dekalb County Elections Department,,,,,
330890067,DEKALB,FREEDOM MIDDLE,422FM,,440890063,GA SOS & Dekalb County Elections Department,,,,,
330890068,DEKALB,GEORGETOWN SQ,109GD,,440890064,GA SOS & Dekalb County Elections Department,,,,,
330890069,DEKALB,GLENHAVEN,325FB,,440890065,GA SOS & Dekalb County Elections Department,,,,,
330890070,DEKALB,GLENNWOOD (DEC),239GA,,440890066,GA SOS & Dekalb County Elections Department,,,,,
330890071,DEKALB,GLENWOOD ROAD,326GF,,440890067,GA SOS & Dekalb County Elections Department,,,,,
330890072,DEKALB,GRESHAM ROAD,317GC,,440890068,GA SOS & Dekalb County Elections Department,,,,,
330890073,DEKALB,HAMBRICK ELEM,414HA,,440890069,GA SOS & Dekalb County Elections Department,,,,,
330890074,DEKALB,HAWTHORNE ELEM,215HB,,440890070,GA SOS & Dekalb County Elections Department,,,,,
330890075,DEKALB,HENDERSON MILL ELEM,126HC,,440890071,GA SOS & Dekalb County Elections Department,,,,,
330890076,DEKALB,HUGH HOWELL,215HB,,440890072,GA SOS & Dekalb County Elections Department,,,,,
330890077,DEKALB,HUNTLEY HILLS ELEM,116HF,,440890073,GA SOS & Dekalb County Elections Department,,,,,
330890078,DEKALB,IDLEWOOD ELEM,411IA,,440890074,GA SOS & Dekalb County Elections Department,,,,,
330890079,DEKALB,INDIAN CREEK ELEM,406IB,,440890075,GA SOS & Dekalb County Elections Department,,,,,
330890080,DEKALB,JOHNSON ESTATES (ATL),224JA,,440890076,GA SOS & Dekalb County Elections Department,,,,,
330890081,DEKALB,JOLLY ELEM,410JB,,440890077,GA SOS & Dekalb County Elections Department,,,,,
330890082,DEKALB,KELLEY CHAPEL ROAD,338KC,,440890078,GA SOS & Dekalb County Elections Department,,,,,
330890083,DEKALB,KELLEY LAKE ELEM,318KA,,440890079,GA SOS & Dekalb County Elections Department,,,,,
330890084,DEKALB,KING-ML KING JR HIGH,509KD,,440890080,GA SOS & Dekalb County Elections Department,,,,,
330890085,DEKALB,KINGSLEY ELEM,103KB,,440890081,GA SOS & Dekalb County Elections Department,,,,,
330890086,DEKALB,KITTREDGE BROOKHAVEN/CHAMBLEE,115KF,,440890082,GA SOS & Dekalb County Elections Department,,,,,
330890088,DEKALB,KNOLLWOOD ELEM,313KE,,440890083,GA SOS & Dekalb County Elections Department,,,,,
330890089,DEKALB,LAKESIDE HIGH,216LA,,440890084,GA SOS & Dekalb County Elections Department,,,,,
330890090,DEKALB,LAVISTA,209LC,,440890085,GA SOS & Dekalb County Elections Department,,,,,
330890091,DEKALB,LAVISTA ROAD,219LB,,440890086,GA SOS & Dekalb County Elections Department,,,,,
330890092,DEKALB,LITHONIA (LIT),534LD,,440890087,GA SOS & Dekalb County Elections Department,,,,,
330890093,DEKALB,LITHONIA HIGH,537LH,,440890088,GA SOS & Dekalb County Elections Department,,,,,
330890094,DEKALB,LIVSEY ELEM,131LV,,440890089,GA SOS & Dekalb County Elections Department,,,,,
330890095,DEKALB,MARBUT ELEM,529MC,,440890090,GA SOS & Dekalb County Elections Department,,,,,
330890096,DEKALB,MARGARET HARRIS ELEM,210HI,,440890091,GA SOS & Dekalb County Elections Department,,,,,
330890097,DEKALB,MARY LIN ELEM (ATL),232LE,,440890092,GA SOS & Dekalb County Elections Department,,,,,
330890098,DEKALB,MCLENDON,401ME,,440890093,GA SOS & Dekalb County Elections Department,,,,,
330890099,DEKALB,MCNAIR ACADEMY,308MP,,440890094,GA SOS & Dekalb County Elections Department,,,,,
330890100,DEKALB,MCNAIR HIGH,316MB,,440890095,GA SOS & Dekalb County Elections Department,,,,,
330890101,DEKALB,MCNAIR MIDDLE,309MD,,440890096,GA SOS & Dekalb County Elections Department,,,,,
330890102,DEKALB,MCWILLIAMS,515MF,,440890097,GA SOS & Dekalb County Elections Department,,,,,
330890103,DEKALB,MEADOWVIEW ELEM,330ML,,440890098,GA SOS & Dekalb County Elections Department,,,,,
330890104,DEKALB,MEDLOCK ELEM,229MG,,440890147,GA SOS & Dekalb County Elections Department,,,,,
330890105,DEKALB,MEMORIAL NORTH,412MM,,440890099,GA SOS & Dekalb County Elections Department,,,,,
330890106,DEKALB,MEMORIAL SOUTH,417MN,,440890100,GA SOS & Dekalb County Elections Department,,,,,
330890107,DEKALB,METROPOLITAN (ATL),303MT,,440890101,GA SOS & Dekalb County Elections Department,,,,,
330890108,DEKALB,MIDVALE ELEM,128MHH,,440890102,GA SOS & Dekalb County Elections Department,,,,,
330890109,DEKALB,MIDVALE ROAD,127MW,,440890103,GA SOS & Dekalb County Elections Department,,,,,
330890110,DEKALB,MIDWAY ELEM,314MO,,440890124,GA SOS & Dekalb County Elections Department,,,,,
330890111,DEKALB,MILLER GROVE HIGH,530MZ,,440890122,GA SOS & Dekalb County Elections Department,,,,,
330890112,DEKALB,MILLER GROVE MIDDLE,521MI,,440890104,GA SOS & Dekalb County Elections Department,,,,,
330890113,DEKALB,MILLER GROVE ROAD,514MV,,440890105,GA SOS & Dekalb County Elections Department,,,,,
330890114,DEKALB,MONTCLAIR ELEM,207MJ,,440890106,GA SOS & Dekalb County Elections Department,,,,,
330890115,DEKALB,MONTGOMERY ELEM,114MJ,,440890107,GA SOS & Dekalb County Elections Department,,,,,
330890116,DEKALB,MONTREAL,136MK,,440890108,GA SOS & Dekalb County Elections Department,,,,,
330890117,DEKALB,MOUNT VERNON EAST,102MQ,,440890109,GA SOS & Dekalb County Elections Department,,,,,
330890118,DEKALB,MOUNT VERNON WEST,106MS,,440890110,GA SOS & Dekalb County Elections Department,,,,,
330890119,DEKALB,MURPHEY CANDLER ELEM,532CF,,440890111,GA SOS & Dekalb County Elections Department,,,,,
330890121,DEKALB,NARVIE J HARRIS ELEM,506HH,,440890112,GA SOS & Dekalb County Elections Department,,,,,
330890122,DEKALB,NORTH DECATUR,241NB,,440890113,GA SOS & Dekalb County Elections Department,,,,,
330890123,DEKALB,NORTH HAIRSTON,415NC,,440890114,GA SOS & Dekalb County Elections Department,,,,,
330890124,DEKALB,NORTH PEACHTREE,112NF,,440890115,GA SOS & Dekalb County Elections Department,,,,,
330890125,DEKALB,NORTHLAKE,222ND,,440890116,GA SOS & Dekalb County Elections Department,,,,,
330890126,DEKALB,OAK GROVE ELEM,213OA,,440890117,GA SOS & Dekalb County Elections Department,,,,,
330890127,DEKALB,OAK VIEW ELEM,505OV,,440890118,GA SOS & Dekalb County Elections Department,,,,,
330890128,DEKALB,OAKCLIFF ELEM,124OB,,440890119,GA SOS & Dekalb County Elections Department,,,,,
330890129,DEKALB,OAKHURST (DEC),237OK,,440890120,GA SOS & Dekalb County Elections Department,,,,,
330890130,DEKALB,PANOLA,522PH,,440890121,GA SOS & Dekalb County Elections Department,,,,,
330890131,DEKALB,PANOLA ROAD,527PR,,440890122,GA SOS & Dekalb County Elections Department,,,,,
330890132,DEKALB,PANOLA WAY ELEM,520PI,,440890123,GA SOS & Dekalb County Elections Department,,,,,
330890133,DEKALB,PEACHCREST ELEM,315PA,,440890124,GA SOS & Dekalb County Elections Department,,,,,
330890134,DEKALB,PEACHTREE MIDDLE,110PB,,440890125,GA SOS & Dekalb County Elections Department,,,,,
330890135,DEKALB,PINE LAKE (PIN),421PE,,440890126,GA SOS & Dekalb County Elections Department,,,,,
330890136,DEKALB,PINEY GROVE,305PN,,440890127,GA SOS & Dekalb County Elections Department,,,,,
330890137,DEKALB,PLEASANTDALE ELEM,130PF,,440890128,GA SOS & Dekalb County Elections Department,,,,,
330890138,DEKALB,PONCE DE LEON (DEC),236PG,,440890129,GA SOS & Dekalb County Elections Department,,,,,
330890139,DEKALB,PRINCETON ELEM,541PC,,440890130,GA SOS & Dekalb County Elections Department,,,,,
330890140,DEKALB,RAINBOW ELEM,335RA,,440890131,GA SOS & Dekalb County Elections Department,,,,,
330890141,DEKALB,REDAN ELEM,523RC,,440890132,GA SOS & Dekalb County Elections Department,,,,,
330890142,DEKALB,REDAN MIDDLE,538RM,,440890133,GA SOS & Dekalb County Elections Department,,,,,
330890143,DEKALB,REDAN ROAD,526RK,,440890134,GA SOS & Dekalb County Elections Department,,,,,
330890144,DEKALB,REDAN-TROTTI LIBRARY,528RH,,440890135,GA SOS & Dekalb County Elections Department,,,,,
330890145,DEKALB,REHOBOTH,223RD,,440890136,GA SOS & Dekalb County Elections Department,,,,,
330890146,DEKALB,RENFROE MIDDLE (DEC),243RN,,440890137,GA SOS & Dekalb County Elections Department,,,,,
330890147,DEKALB,ROBERT SHAW ELEM,402SC,,440890138,GA SOS & Dekalb County Elections Department,,,,,
330890148,DEKALB,ROCK CHAPEL ELEM,524RL,,440890139,GA SOS & Dekalb County Elections Department,,,,,
330890149,DEKALB,ROCK CHAPEL ROAD,535RL,,440890140,GA SOS & Dekalb County Elections Department,,,,,
330890150,DEKALB,ROCKBRIDGE ELEM,420RE,,440890141,GA SOS & Dekalb County Elections Department,,,,,
330890151,DEKALB,ROCKBRIDGE ROAD,525RI,,440890142,GA SOS & Dekalb County Elections Department,,,,,
330890152,DEKALB,ROWLAND ELEM,409RG,,440890143,GA SOS & Dekalb County Elections Department,,,,,
330890153,DEKALB,ROWLAND ROAD,419RJ,,440890144,GA SOS & Dekalb County Elections Department,,,,,
330890154,DEKALB,SAGAMORE HILLS ELEM,212SA,,440890145,GA SOS & Dekalb County Elections Department,,,,,
330890155,DEKALB,SALEM MIDDLE,513SM,,440890146,GA SOS & Dekalb County Elections Department,,,,,
330890156,DEKALB,SCOTT,228SB,,440890147,GA SOS & Dekalb County Elections Department,,,,,
330890157,DEKALB,SHADOW ROCK ELEM,428SK,,440890148,GA SOS & Dekalb County Elections Department,,,,,
330890158,DEKALB,SHAMROCK,230SN,,440890170,GA SOS & Dekalb County Elections Department,,,,,
330890159,DEKALB,SILVER LAKE,120SE,,440890149,GA SOS & Dekalb County Elections Department,,,,,
330890160,DEKALB,SKYLAND,205SF,,440890150,GA SOS & Dekalb County Elections Department,,,,,
330890161,DEKALB,SMOKE RISE,139SH,,440890151,GA SOS & Dekalb County Elections Department,,,,,
330890162,DEKALB,SNAPFINGER ELEM,314SG,,440890152,GA SOS & Dekalb County Elections Department,,,,,
330890163,DEKALB,SNAPFINGER ROAD N,327SR,,440890153,GA SOS & Dekalb County Elections Department,,,,,
330890164,DEKALB,SNAPFINGER ROAD S,512SS,,440890154,GA SOS & Dekalb County Elections Department,,,,,
330890165,DEKALB,SOUTH DESHON,536SO,,440890155,GA SOS & Dekalb County Elections Department,,,,,
330890166,DEKALB,SOUTH HAIRSTON,424SU,,440890156,GA SOS & Dekalb County Elections Department,,,,,
330890167,DEKALB,STEPHENSON HIGH,420SV,,440890157,GA SOS & Dekalb County Elections Department,,,,,
330890168,DEKALB,STEPHENSON MIDDLE,431ST,,440890158,GA SOS & Dekalb County Elections Department,,,,,
330890169,DEKALB,STN MTN CHAMPION (ST),425SP,,440890159,GA SOS & Dekalb County Elections Department,,,,,
330890170,DEKALB,STN MTN ELEMENTARY,427SD,,440890160,GA SOS & Dekalb County Elections Department,,,,,
330890171,DEKALB,STN MTN MIDDLE,412SI,,440890161,GA SOS & Dekalb County Elections Department,,,,,
330890172,DEKALB,STONE MILL ELEM,416SJ,,440890162,GA SOS & Dekalb County Elections Department,,,,,
330890173,DEKALB,STONE MTN LIBRARY (STO),426SQ,,440890163,GA SOS & Dekalb County Elections Department,,,,,
330890174,DEKALB,STONEVIEW ELEM,533SL,,440890164,GA SOS & Dekalb County Elections Department,,,,,
330890175,DEKALB,TERRY MILL,306TA,,440890165,GA SOS & Dekalb County Elections Department,,,,,
330890176,DEKALB,TILLY MILL ROAD,111TG,,440890166,GA SOS & Dekalb County Elections Department,,,,,
330890177,DEKALB,TONEY ELEM,319TC,,440890167,GA SOS & Dekalb County Elections Department,,,,,
330890178,DEKALB,TUCKER,134TF,,440890168,GA SOS & Dekalb County Elections Department,,,,,
330890179,DEKALB,TUCKER LIBRARY,137TH,,440890169,GA SOS & Dekalb County Elections Department,,,,,
330890180,DEKALB,VALLEY BROOK,432VB,,440890170,GA SOS & Dekalb County Elections Department,,,,,
330890181,DEKALB,WADSWORTH ELEM,320WA,,440890171,GA SOS & Dekalb County Elections Department,,,,,
330890182,DEKALB,WARREN TECH,125WI,,440890172,GA SOS & Dekalb County Elections Department,,,,,
330890183,DEKALB,WESLEY CHAPEL LIBRAR,337WB,,440890173,GA SOS & Dekalb County Elections Department,,,,,
330890184,DEKALB,WHITE OAK,518WK,,440890174,GA SOS & Dekalb County Elections Department,,,,,
330890185,DEKALB,WINNONA PARK ELEM (DEC),238WF,,440890175,GA SOS & Dekalb County Elections Department,,,,,
330890186,DEKALB,WINTERS CHAPEL (DUN),104WL,,440890176,GA SOS & Dekalb County Elections Department,,,,,
